ID,path,title,authors,translators,author_uris,translator_uris,original_language,genre,source_edition
10,/p23/m10,חצי-נחמה,אחד העם,"",https://wikidata.org/wiki/Q380425,"","",Translation missing: he.article,""
11,/p31/m11,אֲגָדַת הַהֵיכָל,אירה יאן,"",https://wikidata.org/wiki/Q4203038,"","",Translation missing: he.article,""
16,/p46/m16,לידידי הרב החכם רב־הפעלים,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
17,/p87/m17,יצחק מאיר בילדותו,עזריאל נתן פרנק,"",https://wikidata.org/wiki/Q9251083,"","",Translation missing: he.prose,""
18,/p66/m18,פת לחם,יוסף חיים ברנר,"",https://wikidata.org/wiki/Q939732,"","",Translation missing: he.prose,"ע""פ “כתבים”, כרכים א‘-ב’, תל-אביב: הקיבוץ המאוחד, תשל“ח-תשמ”ה"
19,/p141/m19,הֲלָךְ נֶפֶשׁ,רחל בלובשטיין,"",https://wikidata.org/wiki/Q241180,"","",Translation missing: he.poetry,"מתוך ""רחל: שירים מכתבים רשימות קורות חייה"", בעריכת אורי מילשטיין, תל אביב: זמורה ביתן, תשמ""ה 1985"
20,/p89/m20,אל הציפור,חיים נחמן ביאליק,"",https://wikidata.org/wiki/Q359705,"","",Translation missing: he.poetry,"תל אביב: דביר, תשל""ג"
21,/p89/m21,מִשּׁוּט בַּמֶּרְחַקִּים,חיים נחמן ביאליק,"",https://wikidata.org/wiki/Q359705,"","",Translation missing: he.poetry,"תל אביב: דביר, תשל""ג"
22,/p67/m22,בורגני וחלוץ עני: זמר לעם,קדיש יהודה סילמן,"",https://wikidata.org/wiki/Q12410952,"","",Translation missing: he.poetry,"מתוך ""זמרי עם"", ירושלים: לכו נרננה, תרפ""ז 1927."
23,/p89/m23,הִרְהוּרֵי לָיְלָה,חיים נחמן ביאליק,"",https://wikidata.org/wiki/Q359705,"","",Translation missing: he.poetry,"תל אביב: דביר, תשל""ג"
24,/p89/m24,על אילת השחר,חיים נחמן ביאליק,"",https://wikidata.org/wiki/Q359705,"","",Translation missing: he.poetry,"תל אביב: דביר, תשל""ג"
25,/p89/m25,בִּתְשׁוּבָתִי,חיים נחמן ביאליק,"",https://wikidata.org/wiki/Q359705,"","",Translation missing: he.poetry,"תל אביב: דביר, תשל""ג"
28,/p33/m28,מעל מכסה האניה,אלחנן ליב לוינסקי,"",https://wikidata.org/wiki/Q7017172,"","",Translation missing: he.prose,""
30,/p51/m30,נביא דורנו,שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.article,""
31,/p14/m31,[שַׁד הָרִמּוֹן],אברהם שטרן,"",https://wikidata.org/wiki/Q461846,"","",Translation missing: he.poetry,""
32,/p170/m32,[כִּסְעִיף הֲדַס תִּטֶּה צְבִיָּה],משה אבן עזרא,"",https://wikidata.org/wiki/Q719393,"","",Translation missing: he.poetry,""
33,/p21/m33,הַתַּכְרִיך,אברהם שלום פרידברג,"",https://wikidata.org/wiki/Q4249304,"","",Translation missing: he.prose,ורשה: אחיאסף 
34,/p13/m34,מעל המגדל,אהרן אברהם קבק,"",https://wikidata.org/wiki/Q399957,"","",Translation missing: he.prose,ורשה: ספרות
35,/p46/m35,הַשָּׂב וּשְׁלֹשֶת הַנְּעָרִים,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
36,/p46/m36,"לאיס""י [הבבלי]",יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
37,/p46/m37,קרית ספר,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.prose,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
38,/p46/m38,השיר הראשון,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
39,/p46/m39,הֶחָכָם וְהַמְּשֻגָּע,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
40,/p46/m40,שני ימים ולילה אחד בבית מלון אורחים,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.prose,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
41,/p46/m41,בַּעֲלוֹת הַשַּׁחַר,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
42,/p46/m42,"לאיס""י [איש חמודות]",יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
43,/p39/m43,פרקים: עובדות נשכחות מעבודת ההסתדרות הציונית,זלמן דוד לבונטין,"",https://wikidata.org/wiki/Q145159,"","",Translation missing: he.memoir,""
44,/p46/m44,עֶשֶׁת בַּרְזֶל וַחֲצֹצְרָה,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
46,/p46/m46,[קוֹל רַעַם בַּגַּלְגַּל הִרְגִּיז רָקִיעַ],לאופולד שפר,יהודה ליב גורדון,https://wikidata.org/wiki/Q62805,https://wikidata.org/wiki/Q1376036,de,Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
47,/p46/m47,לאברהם יעקב סלוצקי,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
48,/p46/m48,אחרי מות [על מיכה יוסף הכהן לעבענזאהן],יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
49,/p66/m49,שָׁמָּה,יוסף חיים ברנר,"",https://wikidata.org/wiki/Q939732,"","",Translation missing: he.prose,"ע""פ “כתבים”, כרכים א‘-ב’, תל-אביב: הקיבוץ המאוחד, תשל“ח-תשמ”ה"
50,/p57/m50,הֲרֵי אַתְּ מְקֻסֶּמֶת לִי,שאול טשרניחובסקי,"",https://wikidata.org/wiki/Q521410,"","",Translation missing: he.poetry,"מתוך ""שירי שאול טשרניחובסקי"", תל אביב: דביר, תשכ""ח"
51,/p46/m51,שִׁלְהֵי קַיְטָא,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
52,/p186/m52,האחת והשנית,ישעיהו ברשדסקי,"",https://wikidata.org/wiki/Q7064133,"","",Translation missing: he.prose,"מתוך סיפורים, הוצאת תושיה, ורשה, תר""ע"
53,/p46/m53,לְיִשְׂרָאֵל מוֹכֵר הַמַּשְׁקֶה,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
54,/p89/m54,מִקְרָאֵי צִיּוֹן,חיים נחמן ביאליק,"",https://wikidata.org/wiki/Q359705,"","",Translation missing: he.poetry,"תל אביב: דביר, תשל""ג"
55,/p46/m55,וְשָׂמַחְתָּ בְחַגֶּךָ,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
56,/p46/m56,תל־אביב,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
57,/p46/m57,"להנ""ל – בְּמִכְתַּב תַּנְחוּמִים",יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
59,/p46/m59,בַּת יִפְתָּח בְּטֶרֶם מוּתָהּ,לורד ביירון,יהודה ליב גורדון,https://wikidata.org/wiki/Q5679,https://wikidata.org/wiki/Q1376036,en,Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
60,/p46/m60,יַעֲלַת סֶלַע וְהַנֶּשֶׁר,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
61,/p46/m61,לְמֵאִיר לֶטֶרִיס,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
62,/p46/m62,צְבִי מֻדָּח,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
63,/p46/m63,לַחֲבֵרִי בְּהֵיכַל שִׁירָתֵנוּ וּשְׁכֵנִי בְּחַצְרוֹת אֱלֹהֵינוּ הר“ר מנחם דאליצקי,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
64,/p46/m64,אני ישן ולבי ער,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.prose,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
65,/p46/m65,מִכְתָּב בַּחֲרוּזִים,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
66,/p46/m66,הַשּׁוּעָל וְהַזְּאֵב [מַדּוּעַ זֶה תַּחַת יָרֵחַ],יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
68,/p46/m68,לעמנואל סאלאווייציק,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
69,/p46/m69,בִּקּוּר חֹלִים,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
70,/p46/m70,אל יאשם יהודה,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
71,/p46/m71,דִּבְרֵי שְׁכִיב־מְרַע,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
72,/p46/m72,"להנ""ל [מימי]",יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
73,/p46/m73,אַחֲרוֹן אַחֲרוֹן חָבִיב,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
74,/p117/m74,אב ובנו [ב],יהודה שטיינברג,"",https://wikidata.org/wiki/Q4526788,"","",Translation missing: he.prose,""
75,/p46/m75,מכתב מאת יהודה לשרה החמודה,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
76,/p46/m76,"אַחֲרֵי מוֹת שַׁדָּ""ל",יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
77,/p46/m77,למגיה הספרים,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
78,/p46/m78,"הר""ר חיים יונה גורלאנד",יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
79,/p46/m79,הַזְּאֵב וְהַכֶּלֶב הָרָזֶה,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
80,/p83/m80,סידאניע או לב נשבר ונרפא,מרדכי דוד ברנדשטטר,"",https://wikidata.org/wiki/Q16133427,"","",Translation missing: he.prose,""
81,/p46/m81,הַמָּוֶת וְהַהוֹלֵךְ לָמוּת,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
82,/p46/m82,נֹאד הֶחָלָב,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
83,/p46/m83,מוֹתַר הָאָדָם,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
84,/p46/m84,הַזְּאֵב לִפְנֵי מוֹתוֹ וְהַשּׁוּעָל,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
85,/p46/m85,מַגְבִּיהּ פִּתְחו מְבַקּשׁ שֶׁבֶר,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
86,/p46/m86,פְּקֻדַּת עֲקָרָה,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
87,/p46/m87,הַחִזָּיוֹן,גוטהולד אפרים לסינג,יהודה ליב גורדון,https://wikidata.org/wiki/Q34628,https://wikidata.org/wiki/Q1376036,de,Translation missing: he.fables,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
88,/p46/m88,חַנָּה!,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
89,/p46/m89,הַשְׁאָרַת הַנָּפֶשׁ,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
90,/p46/m90,כתבת על מצבת משלי יהודה,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
91,/p46/m91,העלמה וצלמה,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
92,/p46/m92,חִידוֹת בְּמִלּוֹת יְחִידוֹת,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
93,/p142/m93,אגרות למשה קלמנסון,דוד פרישמן,"",https://wikidata.org/wiki/Q705482,"","",Translation missing: he.letters,ניו־יורק: הוצאת לילי פרישמן
95,/p66/m95,מהתחלה,יוסף חיים ברנר,"",https://wikidata.org/wiki/Q939732,"","",Translation missing: he.prose,"ע""פ “כתבים”, כרכים א‘-ב’, תל-אביב: הקיבוץ המאוחד, תשל“ח-תשמ”ה"
96,/p181/m96,כיצד קולטים,משה בילינסון,"",https://wikidata.org/wiki/Q6967447,"","",Translation missing: he.article,"מתוך ""בדרך לעצמאות"", תל אביב: דבר, ת”ש"
97,/p54/m97,מִכְתָּב,מתתיהו שוהם,"",https://wikidata.org/wiki/Q1908866,"","",Translation missing: he.poetry,הוצאת אגודת הסופרים
98,/p154/m98,רגעי חיים ומות,יוסף לואידור,"",https://wikidata.org/wiki/Q7044190,"","",Translation missing: he.prose,""
99,/p161/m99,[מי יתנני כפר לעפר ישקני],יהודה הלוי,"",https://wikidata.org/wiki/Q299200,"","",Translation missing: he.poetry,""
101,/p46/m101,הַשַּׁחַר נִדְמֹה נִדְמָה,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
102,/p122/m102,"בפי השיר השלישי לא בא דבר פגול, ולהורות נתן בלבו, מה יהיה משפט הרופא ומעשהו",אפרים לוצטו,"",https://wikidata.org/wiki/Q7058244,"","",Translation missing: he.poetry,"ע“פ הוצאת מחברות לספרות, תל אביב, תש”ב"
103,/p51/m103,הכוח הרוחני של עם ישראל,שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.article,""
104,/p72/m104,יוֹסֵף ראַבּינוֹבִיץ,שמואל ליב ציטרון,"",https://wikidata.org/wiki/Q944922,"","",Translation missing: he.article,"מתוך ""מאחורי הפרגוד: מומרים, בוגדים, מתכחשים"", וילנה: צבי מץ, תרפ""ד 1923"
105,/p95/m105,הרימו מכשול!,פרץ סמולנסקין,"",https://wikidata.org/wiki/Q1371532,"","",Translation missing: he.article,"השחר, שנת שתים-עשרה"
106,/p72/m106,יאקוב אלכסאנדרוביץ בראפמאן,שמואל ליב ציטרון,"",https://wikidata.org/wiki/Q944922,"","",Translation missing: he.article,"מתוך ""מאחורי הפרגוד: מומרים, בוגדים, מתכחשים"", וילנה: צבי מץ, תרפ""ד 1923"
107,/p46/m107,לתלמידי הבאראן אלפריד גינצבורג,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
108,/p51/m108,לאומיות וסוציאליזם,שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.article,""
109,/p51/m109,תשובה לפסימיסטים מישראל,שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.article,""
110,/p51/m110,פרוץ המלחמה וההכנות למכירת הטכניון,שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.letters,""
111,/p51/m111,ד. משיח לישראל והגאולה השלימה,שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.article,""
112,/p51/m112,חוקים בהסטוריה,שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.article,""
113,/p155/m113,האילמת,יצחק ליבוש פרץ,"",https://wikidata.org/wiki/Q425644,"","",Translation missing: he.prose,""
114,/p51/m114,"""אִם"" ושלשה קוים",שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.article,""
115,/p41/m115,שִׁיר הַשִּׁירִים,נפתלי הרץ אימבר,"",https://wikidata.org/wiki/Q359717,"","",Translation missing: he.poetry,""
116,/p51/m116,אגרות שמריהו לוין: חבר הוועד הפועל המצומצם ובונה הטכניון,שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.letters,""
117,/p51/m117,בימי המעבר,שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.article,""
118,/p51/m118,לאומיות וסוציאליזם,שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.article,""
119,/p51/m119,היש לנו?,שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.article,""
120,/p51/m120,שאלות הזמן,שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.article,""
121,/p51/m121,"ה""חלוקה""",שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.article,""
122,/p51/m122,הסוציאלדימוקרטיה היהודית והפלוטוקרטיה,שמריהו לוין,"",https://wikidata.org/wiki/Q119618,"","",Translation missing: he.article,""
123,/p49/m123,עברה מדבש,שמואל הנגיד,"",https://wikidata.org/wiki/Q467161,"","",Translation missing: he.poetry,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
124,/p49/m124,ואומר היש סמן,שמואל הנגיד,"",https://wikidata.org/wiki/Q467161,"","",Translation missing: he.poetry,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
125,/p18/m125,על המועצה החקלאית,אהרן דוד גורדון,"",https://wikidata.org/wiki/Q399986,"","",Translation missing: he.article,""
126,/p86/m126,ספר תחכמוני – שַׁעַר תְּשִׁיעִי,יהודה אלחריזי,"",https://wikidata.org/wiki/Q1350978,"","",Translation missing: he.poetry,""
127,/p58/m127,דברים היוצאים מן הלב,משה ליב לילינבלום,"",https://wikidata.org/wiki/Q742539,"","",Translation missing: he.article,"מתוך כל כתבי משה ליב ליליינבלום, קרקא: דפוס יוסף פישר, תרע""ב"
129,/p76/m129,סנדלים בלים,ש' בן־ציון,"",https://wikidata.org/wiki/Q2905102,"","",Translation missing: he.poetry,""
130,/p55/m130,בימי ירושלים,ברל כצנלסון,"",https://wikidata.org/wiki/Q786429,"","",Translation missing: he.article,""
131,/p36/m131,לחוקת התור להתישבות,אליעזר יפה,"",https://wikidata.org/wiki/Q4206040,"","",Translation missing: he.article,""
132,/p164/m132,חידות,מיכה יוסף ברדיצ'בסקי,"",https://wikidata.org/wiki/Q1926717,"","",Translation missing: he.article,""
133,/p180/m133,[הֲגָנַבְתָּ וְכִחַשְׁתָּ],שלמה אבן גבירול,"",https://wikidata.org/wiki/Q239355,"","",Translation missing: he.poetry,""
134,/p370/m134,מוכוחי הקונגרס הרביעי,בנימין זאב הרצל,מיכל ברקוביץ,https://wikidata.org/wiki/Q44003,https://wikidata.org/wiki/Q7216296,de,Translation missing: he.article,""
135,/p166/m135,ימי ברית הממלכות,זאב יעבץ,"",https://wikidata.org/wiki/Q12407187,"","",Translation missing: he.reference,""
136,/p61/m136,יומן ג'ניבה,חיים ארלוזורוב,"",https://wikidata.org/wiki/Q726510,"","",Translation missing: he.article,""
137,/p49/m137,אם תבך,שמואל הנגיד,"",https://wikidata.org/wiki/Q467161,"","",Translation missing: he.poetry,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
138,/p164/m138,לא בא אל החוף,מיכה יוסף ברדיצ'בסקי,"",https://wikidata.org/wiki/Q1926717,"","",Translation missing: he.prose,""
139,/p141/m139,[ובכן -- הדרור],רחל בלובשטיין,"",https://wikidata.org/wiki/Q241180,"","",Translation missing: he.poetry,"מתוך ""רחל: שירים מכתבים רשימות קורות חייה"", בעריכת אורי מילשטיין, תל אביב: זמורה ביתן, תשמ""ה 1985"
140,/p147/m140,התקופה בתולדות העמים,יוסף זליגר,"",https://wikidata.org/wiki/Q12407993,"","",Translation missing: he.article,""
141,/p33/m141,מחשבות ומעשים XXIX,אלחנן ליב לוינסקי,"",https://wikidata.org/wiki/Q7017172,"","",Translation missing: he.article,""
142,/p170/m142,עלי מה זה צביה,משה אבן עזרא,"",https://wikidata.org/wiki/Q719393,"","",Translation missing: he.poetry,""
143,/p68/m143,בָּדָד בִמְעוֹנִי,מרדכי צבי מאנה,"",https://wikidata.org/wiki/Q6633218,"","",Translation missing: he.poetry,ורשה: צנטרל
144,/p20/m144,עָבַר עֲלֵי נְוַת אֵל נַחֲלָה,אברהם אבן עזרא,"",https://wikidata.org/wiki/Q270670,"","",Translation missing: he.poetry,""
145,/p46/m145,קִינָה לְתִשְׁעָה בְּאָב,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
147,/p77/m147,נודד וצוק עתו,וידל בנבנשתי,"",https://wikidata.org/wiki/Q7927660,"","",Translation missing: he.poetry,""
148,/p137/m148,אל גרם המעלות,רחל מורפורגו,"",https://wikidata.org/wiki/Q16579983,"","",Translation missing: he.poetry,""
149,/p57/m149,הַנִּיחוּ לִי וְאֶשְׁתֶּה,אנאקריאון,שאול טשרניחובסקי,https://wikidata.org/wiki/Q213484,https://wikidata.org/wiki/Q521410,grc,Translation missing: he.poetry,"מתוך ""כתבי שאול טשרניחובסקי"", כרך ו', תל אביב: עם עובד, תש""ן"
150,/p161/m150,רב לכם מוכיחי בריב,יהודה הלוי,"",https://wikidata.org/wiki/Q299200,"","",Translation missing: he.poetry,""
152,/p49/m152,[אדם יפה],שמואל הנגיד,"",https://wikidata.org/wiki/Q467161,"","",Translation missing: he.poetry,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
153,/p24/m153,גדולים ומפורסמים,אלתר דרויאנוב,"",https://wikidata.org/wiki/Q437809,"","",Translation missing: he.prose,"מתוך “ספר הבדיחה והחידוד”, תל אביב: דביר, 1963"
154,/p148/m154,תלג'יה,אלתר לוין,"",https://wikidata.org/wiki/Q12404017,"","",Translation missing: he.poetry,"ירושלים: דקל, תר""ף"
155,/p20/m155,[אחרה עת פדותי],אברהם אבן עזרא,"",https://wikidata.org/wiki/Q270670,"","",Translation missing: he.poetry,""
156,/p45/m156,רבי יוסף הלוי,בר טוביה,"",https://wikidata.org/wiki/Q7027205,"","",Translation missing: he.article,""
157,/p170/m157,מַה-נָּאווּ עַל הָרִים רַגְלֵי מְבַשֵּׂר,משה אבן עזרא,"",https://wikidata.org/wiki/Q719393,"","",Translation missing: he.poetry,""
159,/p46/m159,מתנובות שדי,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.memoir,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
160,/p46/m160,איש שעיר ואיש חלק,יהודה ליב גורדון,"",https://wikidata.org/wiki/Q1376036,"","",Translation missing: he.poetry,"מתוך ""כתבי יהודה ליב גורדון"", תל אביב: דביר, תשי""ט 1959"
